Id,Start time,Completion time,Email,Name,What is your age group?,What is your occupation?,How often do you use the internet for work or personal activities?,Which devices do you use regularly?,How would you rate your cybersecurity knowledge based on your experience and security habits?.Rate your cybersecurity knowledge.,Which of the following is the most secure way to create a password?,"Have you ever been a victim of a cyber threat (e.g., phishing, hacked account, identity theft)?",If you choose yes above: What type of cyber threat did you experience?,Which of the following do you think are cybersecurity threats?,How have you learned about Cyber Security?,How do you typically create your passwords?,How often do you update your passwords?,"If you don’t update passwords regularly, why not?",Do you enable Two-Factor Authentication (2FA) on any accounts for extra security?,"If you receive a suspicious email, what is your first reaction?",How often do you read privacy policies before accepting them?,"If a pop-up warns you about a security risk, what would you do?",What are the main reasons people fall for cyber scams?,Why do you think people fall for cyber scams?,What makes you trust a website or online service?,Did you know AI tools can analyze cybersecurity risks?,"Would you use an AI-powered assistant to explain cybersecurity threats in simple terms? 
","Have you ever used AI tools (e.g., ChatGPT, Gemini, DeepSeek) for cybersecurity advice?","What concerns, if any, do you have about AI for Cyber Security?","If an AI could help you improve your cybersecurity knowledge, how would you like it to assist you?",What is the biggest challenge in learning cybersecurity?,Would you like to be updated on the results of this project?,Please enter your email if you’d like to receive updates.,"Is there anything missing from this survey or anything you would like to add about cybersecurity awareness? 
"
185,3/12/2025 7:53,3/12/2025 7:58,anonymous,,25-34,Student,Daily,Smartphone;Desktop computer;Laptop,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,"Online courses (YouTube, Udemy, etc.)",Reuse passwords across accounts,Every few months,,Yes,Report it,Sometimes,Read carefully before taking action,They don’t recognize the scam;They are in a rush and don’t double-check,,,Yes,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ",Cyber Security is too technical and complex,No,,
186,3/12/2025 7:51,3/12/2025 8:09,anonymous,,55-64,IT/Cybersecurity professional,Daily,"Laptop;Smartphone;Smart home devices (Alexa, Google Home, etc.);Tablet",Good ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);News & articles",Use a password manager,Only when required,"I use a password manager, so I don’t need to",Yes,Report it,Sometimes,Read carefully before taking action,Scammers are getting more convincing;They don’t recognize the scam,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone;AI could collect too much personal data,"Short educational videos explaining security concepts;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,Yes,,
187,3/12/2025 18:34,3/12/2025 18:38,anonymous,,Under 18,"Creative Industry (Design, Writing, Arts)",A few times a week,Laptop;Smartphone,Good ,"Creating passwords that are easy for you to remember, like pet names or birthdays.",Yes,Identity theft,I’m not sure,Formal training at work or school;News & articles,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Depends on the sender,Sometimes,Read carefully before taking action,Scammers are getting more convincing;They don’t recognize the scam;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,No,No, AI might make mistakes and misidentify threats;AI replacing human cybersecurity experts;AI won’t be useful—I’d rather rely on my own judgment,Not at all,I think I already know enough,No,,
188,3/12/2025 18:37,3/12/2025 18:40,anonymous,,25-34,Government/Public Sector,Daily,Laptop;Smartphone;Desktop computer,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Phishing;Data breach,Phishing;Ransomware;AI-driven cyber attacks,Formal training at work or school,Reuse passwords across accounts,Every few months,Too difficult to remember new passwords,Yes,Verify sender details before taking action,Sometimes,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They trust emails or messages that seem urgent;They are in a rush and don’t double-check,,,No,Maybe,Yes, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone,"Real-time alerts for security threats (e.g., phishing, data breaches);Step-by-step guides",I learn best through interactive learning,Yes,,"Nothing, thanks! "
189,3/12/2025 18:37,3/12/2025 18:40,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,Writing down passwords in a notebook so you don’t forget them.,Not sure,Hacked account;Identity theft,Ransomware;Phishing;Weak passwords;AI-driven cyber attacks;All of the above;Public WiFi risks,"Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts;Use simple/easy-to-remember passwords,Only when required,Too difficult to remember new passwords,Yes,Ignore it;Report it,Never,Ignore it and continue,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,"Yes, but only if it’s interactive","I’ve used AI, but not for cybersecurity",AI replacing human cybersecurity experts;AI could be biased and not work equally for everyone;AI could collect too much personal data; AI might make mistakes and misidentify threats,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts;Step-by-step guides",I think I already know enough,No,,
190,3/12/2025 18:38,3/12/2025 18:42,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Not sure,,Phishing;Public WiFi risks,"Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts,Never,Too difficult to remember new passwords,No,Report it;Ignore it;Verify sender details before taking action,Never,Close it immediately,They don’t recognize the scam;They trust emails or messages that seem urgent,,,No,Maybe,No, AI might make mistakes and misidentify threats,"Short educational videos explaining security concepts; Hands-on simulations (e.g., recognizing phishing emails in real-time)", I don’t know where to start,No,,
191,3/12/2025 19:39,3/12/2025 19:43,anonymous,,25-34,Student,Daily,Smartphone,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Hacked account,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Formal training at work or school;News & articles",Create unique passwords for each account,Only when required,I forget to update my passwords,Yes,Ignore it,Sometimes,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check,,,No,Yes,Yes,AI could collect too much personal data; AI might make mistakes and misidentify threats,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches);Quick answers to security questions",Cyber Security is too technical and complex,No,,
192,3/12/2025 20:55,3/12/2025 20:58,anonymous,,25-34,Science/Research,Daily,Smartphone;Laptop;Desktop computer;Tablet,Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,I don’t actively learn about cybersecurity,Use a password manager,Only when required,"I use a password manager, so I don’t need to",Yes,Ignore it,Sometimes,Read carefully before taking action,Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,No, AI might make mistakes and misidentify threats;AI could collect too much personal data,Step-by-step guides, I don’t know where to start,No,,
193,3/12/2025 21:59,3/12/2025 22:11,anonymous,,18-24,"Creative Industry (Design, Writing, Arts)",Daily,Smartphone;Laptop,Basic ,"Creating passwords that are easy for you to remember, like pet names or birthdays.",No,,AI-driven cyber attacks;Phishing;Ransomware,Formal training at work or school,Reuse passwords across accounts,Never,Too difficult to remember new passwords,Yes,Ignore it,Never,Ignore it and continue,Scammers are getting more convincing;They don’t recognize the scam;They trust emails or messages that seem urgent,,,Yes,Maybe,Yes,AI could collect too much personal data;AI could be biased and not work equally for everyone,Quick answers to security questions,Cyber Security is too technical and complex,No,,
194,3/12/2025 22:48,3/12/2025 22:52,anonymous,,Under 18,IT/Cybersecurity professional,Daily,Desktop computer;Smartphone,Good ,Using a password manager to generate and store unique passwords.,No,,Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above;Phishing;Ransomware,.,Create unique passwords for each account,Once a year,Too difficult to remember new passwords,Yes,Ignore it,Sometimes,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;They are in a rush and don’t double-check,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats;AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",I'm actively learning about cybersecurity,Yes,,No
195,3/13/2025 15:15,3/13/2025 15:31,anonymous,,45-54,Finance/Banking,Daily,Laptop;Smartphone,Some ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;All of the above;AI-driven cyber attacks,Formal training at work or school,Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Report it;Ignore it,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing,,,No,Maybe,Yes,AI could collect too much personal data; AI might make mistakes and misidentify threats,"Quick answers to security questions; Hands-on simulations (e.g., recognizing phishing emails in real-time)",Cyber Security is too technical and complex,No,,
196,3/13/2025 20:13,3/13/2025 20:16,anonymous,,45-54,Finance/Banking,Daily,Smartphone,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Not sure,,Phishing;Public WiFi risks;Weak passwords,"Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts,Only when required,I don’t think it’s necessary,Yes,Report it,Rarely,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing,,,No,Maybe,Yes,AI could collect too much personal data; AI might make mistakes and misidentify threats,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",Cyber Security is too technical and complex,Yes,,
197,3/13/2025 21:26,3/13/2025 21:30,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,Yes,Hacked account;Data breach,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);Social media (TikTok, Twitter, Instagram, etc.);News & articles",Create unique passwords for each account;Use a password manager,Only when required,Too difficult to remember new passwords,Yes,Report it;Verify sender details before taking action,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches);Quick answers to security questions",Online resources are too boring or hard to understand,No,,
198,3/13/2025 21:42,3/13/2025 21:47,anonymous,,25-34,Marketing specialist ,Daily,Laptop;Smartphone,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,Phishing;AI-driven cyber attacks;Ransomware,I don’t actively learn about cybersecurity,Create unique passwords for each account,Only when required,Too difficult to remember new passwords,Yes,Report it,Rarely,Google the warning for more info,They don’t recognize the scam,,,No,Maybe,No,AI could collect too much personal data;AI replacing human cybersecurity experts; AI might make mistakes and misidentify threats," Hands-on simulations (e.g., recognizing phishing emails in real-time);Cybersecurity challenges or mini-games to learn security skills. ", I don’t know where to start,Yes,,
199,3/13/2025 21:46,3/13/2025 21:51,anonymous,,Under 18,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,I don’t actively learn about cybersecurity,Create unique passwords for each account,Only when required,Too difficult to remember new passwords,Yes,Ignore it,Rarely,Close it immediately,They are in a rush and don’t double-check;They don’t recognize the scam,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts,Cybersecurity challenges or mini-games to learn security skills. ;Quick answers to security questions,I think I already know enough,No,,
200,3/13/2025 22:47,3/13/2025 22:49,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;AI-driven cyber attacks,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Never,Too difficult to remember new passwords,Yes,Ignore it,Never,Read carefully before taking action,They don’t recognize the scam;They trust emails or messages that seem urgent;They are in a rush and don’t double-check;They don’t think cybersecurity is important;Scammers are getting more convincing,,,No,No,No, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone,Step-by-step guides;Quick answers to security questions,Cyber Security is too technical and complex,No,,
201,3/14/2025 7:12,3/14/2025 7:14,anonymous,,35-44,On disability assistance,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,Not sure,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Online courses (YouTube, Udemy, etc.);News & articles",Use a password manager,Only when required,"I use a password manager, so I don’t need to",Yes,Ignore it;Depends on the sender,Rarely,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,No,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone;AI won’t be useful—I’d rather rely on my own judgment,"Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,No,,
202,3/14/2025 11:56,3/14/2025 12:01,anonymous,,18-24,Student,Daily,Laptop;Smartphone,Basic ,Using a password manager to generate and store unique passwords.,Yes,Identity theft,All of the above,Formal training at work or school,Create unique passwords for each account,Once a year,I forget to update my passwords,Yes,Verify sender details before taking action,Never,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing,,,No,Yes,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data,Step-by-step guides, I don’t know where to start,No,,Good luck with the project
203,3/14/2025 11:56,3/14/2025 12:01,anonymous,,18-24,Student,Daily,Laptop;Smartphone,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Verify sender details before taking action,Rarely,Read carefully before taking action,Scammers are getting more convincing,,,No,Maybe,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",Online resources are too boring or hard to understand,No,,
204,3/14/2025 11:55,3/14/2025 12:02,anonymous,,18-24,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Very,Using a password manager to generate and store unique passwords.,Yes,Data breach,Phishing;Weak passwords;AI-driven cyber attacks,Formal training at work or school,Use a password manager,Once a year,"I use a password manager, so I don’t need to",Yes,Depends on the sender,Never,Google the warning for more info,They don’t recognize the scam;They trust emails or messages that seem urgent,,,Yes,No,No, AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",I think I already know enough,Yes,,
205,3/14/2025 11:56,3/14/2025 12:03,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,"Formal training at work or school;Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts,Never,I forget to update my passwords,Yes,Verify sender details before taking action;Ignore it,Rarely,Close it immediately;Google the warning for more info,They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ",Cyber Security is too technical and complex,No,,
206,3/14/2025 12:00,3/14/2025 12:05,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,Not sure,,All of the above,Formal training at work or school,Create unique passwords for each account,Every few months,Takes too much time,Yes,Report it,Rarely,Google the warning for more info,They are in a rush and don’t double-check;They don’t recognize the scam;They trust emails or messages that seem urgent;They don’t think cybersecurity is important,,,Yes,Maybe,Yes,AI could be biased and not work equally for everyone;AI could collect too much personal data; AI might make mistakes and misidentify threats,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,
207,3/14/2025 12:11,3/14/2025 12:17,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,Yes,Hacked account,All of the above,"Social media (TikTok, Twitter, Instagram, etc.);Formal training at work or school",Create unique passwords for each account,Every few months,i update my passwords ,Yes,Verify sender details before taking action;Depends on the sender,Sometimes,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data; AI might make mistakes and misidentify threats,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches)","Learning Cyber Security feels like a chore, rather than something I would do out of my own interest. ",No,,
208,3/14/2025 12:18,3/14/2025 12:21,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Some ,Using a password manager to generate and store unique passwords.,No,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.)",Use a password manager;Create unique passwords for each account,Only when required,I forget to update my passwords,Yes,Report it;Verify sender details before taking action,Never,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data;AI could be biased and not work equally for everyone; AI might make mistakes and misidentify threats,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)", I don’t know where to start,Yes,,
209,3/14/2025 13:27,3/14/2025 13:30,anonymous,,18-24,IT/Cybersecurity professional,Daily,"Smart home devices (Alexa, Google Home, etc.);Desktop computer;Laptop;Smartphone",Very,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);Social media (TikTok, Twitter, Instagram, etc.);News & articles",Create unique passwords for each account;Use a password manager,Only when required,Takes too much time,No,Depends on the sender,Never,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,Yes,,
210,3/14/2025 14:03,3/14/2025 14:06,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Some ,Using a password manager to generate and store unique passwords.,Not sure,,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Verify sender details before taking action,Rarely,Ignore it and continue,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data,Step-by-step guides;Short educational videos explaining security concepts;Cybersecurity challenges or mini-games to learn security skills. ,I don’t have time to learn,No,,
211,3/14/2025 11:55,3/14/2025 19:27,anonymous,,18-24,Student,Daily,"Smartphone;Laptop;Tablet;Smart home devices (Alexa, Google Home, etc.)",Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Ignore it,Never,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Maybe,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data;AI could be biased and not work equally for everyone,Step-by-step guides;Quick answers to security questions;Cybersecurity challenges or mini-games to learn security skills. , I don’t know where to start,Yes,,
212,3/16/2025 13:59,3/16/2025 14:05,anonymous,,35-44,Education,Daily,Smartphone;Laptop;Desktop computer;Tablet,Some ,Using a password manager to generate and store unique passwords.,Yes,Phishing;Hacked account;Data breach,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above;I’m not sure,I don’t actively learn about cybersecurity,Use a password manager,Only when required,"I use a password manager, so I don’t need to",No,Ignore it,Rarely,Ignore it and continue,They don’t recognize the scam,,,Yes,No,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone,reason with me on conceptual questions,I don’t have time to learn,No,,"Some questions/answers are not neutrally formulated and make suggestions to what may be the answer that you would like respondents to select. Nevertheless, I tried to be as honest to my own opinion as possible. Even in the question that accepted many options as well as ""all above"" and ""I am unsure"", which I selected all."
213,3/16/2025 21:16,3/16/2025 21:19,anonymous,,25-34,Retail/Hospitality,Daily,Smartphone;Tablet;Laptop,Some ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",No,,Phishing;Weak passwords;AI-driven cyber attacks;All of the above;Public WiFi risks;Ransomware,"Social media (TikTok, Twitter, Instagram, etc.)",Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Report it,Never,Close it immediately,They don’t recognize the scam,,,Yes,Maybe,"I’ve used AI, but not for cybersecurity",AI replacing human cybersecurity experts;AI could be biased and not work equally for everyone,Quick answers to security questions, I don’t know where to start,No,,
214,3/17/2025 11:11,3/17/2025 11:15,anonymous,,25-34,Student,Daily,Laptop;Smartphone;Tablet,Some ,Using a password manager to generate and store unique passwords.,Yes,Hacked account,All of the above,Wrote my bachelor thesis about cybersecurity in critical infrastructures ,Use a password manager;Create unique passwords for each account,Only when required,I don’t think it’s necessary,Yes,Report it;Ignore it,Never,Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,No,"No concerns, I fully trust AI","Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I think I already know enough,No,,
215,3/18/2025 1:56,3/18/2025 2:03,anonymous,,45-54,Student,Daily,Smartphone;Laptop;Tablet,Some ,Using a password manager to generate and store unique passwords.,Not sure,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school,Create unique passwords for each account,Only when required,I forget to update my passwords,Yes,Depends on the sender,Sometimes,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Maybe,Yes, AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches)",I learn best through interactive learning,No,,
216,3/18/2025 14:01,3/18/2025 14:07,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Good ,Writing down passwords in a notebook so you don’t forget them.,Yes,Hacked account;Data breach,Phishing;Ransomware;Public WiFi risks;Weak passwords,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Never,Takes too much time,No,Click the link to check what it says,Never,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They trust emails or messages that seem urgent,,,Yes,No,No,"No concerns, I fully trust AI","Real-time alerts for security threats (e.g., phishing, data breaches);Quick answers to security questions;Cybersecurity challenges or mini-games to learn security skills. ",I think I already know enough,Yes,,
217,3/19/2025 8:30,3/19/2025 8:54,anonymous,,25-34,Officemanager in an IT company,Daily,"Smartphone;Laptop;Smart home devices (Alexa, Google Home, etc.);Tablet",Basic ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school,Use a password manager;Create unique passwords for each account,Only when required,Too difficult to remember new passwords,Yes,Report it,Rarely,Read carefully before taking action,Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent;They don’t think cybersecurity is important;They don’t recognize the scam,,,No,Maybe,No,AI could collect too much personal data; AI might make mistakes and misidentify threats,"Real-time alerts for security threats (e.g., phishing, data breaches);Short educational videos explaining security concepts", I don’t know where to start,Yes,,
218,3/19/2025 13:57,3/19/2025 14:02,anonymous,,35-44,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Very,Using a password manager to generate and store unique passwords.,Yes,Hacked account,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);News & articles",Use a password manager,Once a year,,Yes,Report it;Verify sender details before taking action,Sometimes,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats;AI could collect too much personal data,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",I'm actively learning about cybersecurity,Yes,,
219,3/19/2025 13:59,3/19/2025 14:07,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Very,Using a password manager to generate and store unique passwords.,Not sure,Data breach,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);Social media (TikTok, Twitter, Instagram, etc.);Common Sense",Use a password manager,Every few months,I forget to update my passwords,Yes,Ignore it;Report it;Verify sender details before taking action,Never,Read carefully before taking action,They don’t recognize the scam;Culture or not aware,,,Yes,Maybe,Yes, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone,"Short educational videos explaining security concepts; Hands-on simulations (e.g., recognizing phishing emails in real-time)",I'm actively learning about cybersecurity,Yes,,Im also doing a project on cyber security awareness. But my focus is more culture driven. Maybe we can share results and come to a greater understanding together.
220,3/19/2025 14:10,3/19/2025 14:13,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Good ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;All of the above;AI-driven cyber attacks;Weak passwords,"Formal training at work or school;Social media (TikTok, Twitter, Instagram, etc.);News & articles",Use a password manager,Only when required,"I use a password manager, so I don’t need to",Yes,Report it;Verify sender details before taking action;Depends on the sender,Never,Close it immediately;Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,Yes,"No concerns, I fully trust AI;AI could be biased and not work equally for everyone; AI might make mistakes and misidentify threats","Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts",I don’t have time to learn,Yes,,Keep up the good work
221,3/19/2025 13:38,3/19/2025 14:26,anonymous,,35-44,IT/Cybersecurity professional,Daily,"Smartphone;Laptop;Smart home devices (Alexa, Google Home, etc.);Tablet",Good ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.)",Use a password manager,Once a year,,Yes,Report it,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,No,Yes, AI might make mistakes and misidentify threats,Cybersecurity challenges or mini-games to learn security skills. ;Short educational videos explaining security concepts,I'm actively learning about cybersecurity,Yes,,
222,3/19/2025 14:33,3/19/2025 14:37,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Tablet,Good ,Using a password manager to generate and store unique passwords.,No,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.)",Use a password manager,Only when required,Takes too much time,Yes,Ignore it,Never,Ignore it and continue,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Maybe,Yes, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone," Hands-on simulations (e.g., recognizing phishing emails in real-time);Cybersecurity challenges or mini-games to learn security skills. ;Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,
